rank Youtuber subscribers video_views category Title uploads Country Abbreviation channel_type video_views_rank country_rank channel_type_rank video_views_for_the_last_30_days lowest_monthly_earnings highest_monthly_earnings lowest_yearly_earnings highest_yearly_earnings subscribers_for_last_30_days created_year created_month created_date Gross_tertiary_education_enrollment_(%) Population Unemployment_rate Urban_population Latitude Longitude
877 Brawl_Stars 13200000 2036408398 Gaming Brawl_Stars 172 Finland FI Games 4846 1 64 20369000 5100 81500 61100 977700 nan 2017 Apr 28 88.2 5520314 6.59 4716888 61.92411 25.748151
878 Ei_Nerd 13200000 3568392223 Entertainment Einerd 0 nan nan Games 4057944 nan 7399 nan 0 0 0 0 nan 2007 Nov 19 nan nan nan nan nan nan
879 Sonotek_Bhakti 13200000 3789736218 Entertainment Sonotek_Bhakti 8019 India IN Music 2063 118 142 25321000 6300 101300 76000 1200000 nan 2010 Dec 27 28.1 1366417754 5.36 471031528 20.593684 78.96288
880 Vilmei 13200000 4205664894 nan Vilmei 1324 Indonesia ID People 1786 30 55 264308000 66100 1100000 792900 12700000 800000 2013 Sep 25 36.3 270203917 4.69 151509724 -0.789275 113.921327
881 MC_Divertida 13200000 5224764969 Entertainment MC_Divertida 413 Brazil BR Entertainment 1269 49 164 64517000 16100 258100 193600 3100000 100000 2018 Jan 17 51.3 212559417 12.08 183241641 -14.235004 -51.92528
882 The_Infographics_Show 13200000 5263540904 Education The_Infographics_Show 4279 United_States US Education 1252 168 42 51820000 13000 207300 155500 2500000 100000 2011 Feb 26 88.2 328239523 14.7 270663028 37.09024 -95.712891
883 jbalvinVEVO 13200000 20743586601 Music jbalvinVEVO 237 Colombia CO Music 113 10 142 86270000 21600 345100 258800 4100000 nan 2010 Sep 30 55.3 50339443 9.71 40827302 4.570868 -74.297333
884 ýýýýýýTwinsFromRussia 13200000 9378175604 People_&_Blogs ýýýýýýTwinsFromRussia 6888 United_States US People 503 168 55 119389000 29800 477600 358200 5700000 300000 2011 May 16 88.2 328239523 14.7 270663028 37.09024 -95.712891
885 Technology_Gyan 13200000 1138262456 Science_&_Technology Technology_Gyan 1022 India IN Tech 9955 118 17 18518000 4600 74100 55600 888900 100000 2015 Nov 17 28.1 1366417754 5.36 471031528 20.593684 78.96288
886 CookingShooking_Hindi 13200000 1758603195 People_&_Blogs CookingShooking_Hindi 393 India IN Howto 5855 118 33 11490000 2900 46000 34500 551500 nan 2017 Apr 4 28.1 1366417754 5.36 471031528 20.593684 78.96288
887 Ryan_Trahan 13100000 2182651464 Entertainment Ryan_Trahan 33 United_States US People 4051001 7683 7670 248 0.06 0.99 0.74 12 1 2022 Jun 27 88.2 328239523 14.7 270663028 37.09024 -95.712891
888 Alex_Gonzaga_Official 13100000 1401914513 People_&_Blogs Alex_Gonzaga_Official 287 Philippines PH People 7733 11 56 10848000 2700 43400 32500 520700 nan 2017 Jul 18 35.5 108116615 2.15 50975903 12.879721 121.774017
889 WiederDude 13100000 2733682792 nan WiederDude 289 United_States US Games 3275 169 65 56894000 14200 227600 170700 2700000 100000 2016 Jun 12 88.2 328239523 14.7 270663028 37.09024 -95.712891
890 Ian_Boggs 13100000 9110348202 Entertainment Ian_Boggs 1327 nan nan Entertainment 520 nan 163 329312000 82300 1300000 987900 15800000 700000 2010 Mar 25 nan nan nan nan nan nan
891 Lokdhun_Punjabi 13100000 4712624489 Music Lokdhun_Punjabi 1262 India IN Music 1484 119 143 34438000 8600 137800 103300 1700000 100000 2010 Dec 27 28.1 1366417754 5.36 471031528 20.593684 78.96288
892 Knowledge_Tv_ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ 13100000 1936582704 People_&_Blogs Knowledge_Tv_ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ 7 nan nan People 4054334 nan 7714 2 0 0.01 0.01 0.1 nan 2019 Nov 24 nan nan nan nan nan nan
893 Painzeiro 13100000 2555801802 People_&_Blogs Painzeiro 1077 Brazil BR People 3545 50 56 43990000 11000 176000 132000 2100000 100000 2015 Nov 6 51.3 212559417 12.08 183241641 -14.235004 -51.92528
894 Peppa_Pig_em_Portuguï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿ 13100000 4214172991 Film_&_Animation Peppa_Pig_em_Portuguï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ 1365 Brazil BR Film 1770 49 43 27340000 6800 109400 82000 1300000 100000 2014 May 6 51.3 212559417 12.08 183241641 -14.235004 -51.92528
895 ýýýýýýýýýýýýýýý_Ms_Yeah 13100000 4399833602 People_&_Blogs ýýýýýýýýýýýýýýý_Ms_Yeah 435 United_States US Howto 1650 169 34 60661000 15200 242600 182000 2900000 100000 2017 Feb 15 88.2 328239523 14.7 270663028 37.09024 -95.712891
896 Hungria_Hip_Hop 13100000 4608751851 Music Hungria_Hip_Hop 73 Brazil BR Music 1541 50 143 48223000 12100 192900 144700 2300000 nan 2013 Apr 13 51.3 212559417 12.08 183241641 -14.235004 -51.92528
897 RaptorGamer 13100000 2879263916 People_&_Blogs RaptorGamer 1444 Ecuador EC Games 3044 2 65 62909000 15700 251600 188700 3000000 300000 2016 Jul 16 44.9 17373662 3.97 11116711 -1.831239 -78.183406
898 RedeTV 13100000 5333569294 Entertainment RedeTV 36760 Brazil BR Entertainment 1240 50 165 17588000 4400 70400 52800 844200 nan 2011 Oct 18 51.3 212559417 12.08 183241641 -14.235004 -51.92528
899 twenty_one_pilots 13100000 5264039679 Music twenty_one_pilots 194 United_States US Music 1255 169 143 50922000 12700 203700 152800 2400000 nan 2009 Sep 5 88.2 328239523 14.7 270663028 37.09024 -95.712891
900 DJ_Khaled 13100000 6637820731 Music DjKhaled 12 Samoa WS Music 3967392 81 5659 379 0.09 2 1 18 3 2006 May 27 7.6 202506 8.36 35588 -13.759029 -172.104629
901 Davie504 13000000 2683297849 Entertainment Davie504 838 Italy IT Entertainment 3340 2 166 29870000 7500 119500 89600 1400000 100000 2011 May 18 61.9 60297396 9.89 42651966 41.87194 12.56738
902 Everson_Zoio 13000000 1024467771 Comedy Everson_Zoio 625 Brazil BR Entertainment 11340 51 166 3052000 763 12200 9200 146500 nan 2009 Mar 26 51.3 212559417 12.08 183241641 -14.235004 -51.92528
903 Calon_Sarjana 13000000 10664585 Entertainment Calon_Sarjana 29 Indonesia ID Entertainment 772571 31 166 2292000000 0 0 0 0 300000 2016 Jan 20 36.3 270203917 4.69 151509724 -0.789275 113.921327
904 Lofi_Girl 13000000 1698279553 Music Lofi_Girl 409 France FR Music 6059 3 143 30471000 7600 121900 91400 1500000 100000 2015 Mar 18 65.6 67059887 8.43 54123364 46.227638 2.213749
905 Jomy_Production 13000000 5057163256 Entertainment SRK_Edie_soon 8 India IN nan 3686280 5227 nan 2 0 0.01 0.01 0.1 nan 2021 Mar 18 28.1 1366417754 5.36 471031528 20.593684 78.96288
906 GH'S 13000000 8739174649 Gaming GH'S 510 South_Korea KR Games 553 15 65 1081000000 270300 4300000 3200000 51900000 1000000 2020 Jul 7 94.3 51709098 4.15 42106719 35.907757 127.766922
907 JesseAndMike 13000000 9999238237 Entertainment JesseAndMike 716 United_States US Entertainment 440 170 166 41109000 10300 164400 123300 2000000 nan 2007 Apr 29 88.2 328239523 14.7 270663028 37.09024 -95.712891
908 Wolfoo_Channel 13000000 301547793 nan Wolfoo_Channel 22 Pakistan PK People 4035874 3926 7638 590 0.15 2 2 28 8 2021 Aug 11 9 216565318 4.45 79927762 30.375321 69.345116
909 Susy_Mouriz 13000000 6270909026 Entertainment Susy_Mouriz 1299 Mexico MX Entertainment 969 31 165 368437000 92100 1500000 1100000 17700000 600000 2017 Mar 18 40.2 126014024 3.42 102626859 23.634501 -102.552784
910 7_Minutoz 13000000 4349562794 Music 7_Minutoz 521 Brazil BR Music 1692 51 144 29526000 7400 118100 88600 1400000 nan 2012 Jun 4 51.3 212559417 12.08 183241641 -14.235004 -51.92528
911 The_LaBrant_Fam 13000000 4637474071 Comedy The_LaBrant_Fam 612 United_States US People 1557 170 57 42412000 0 0 0 0 nan 2012 Aug 24 88.2 328239523 14.7 270663028 37.09024 -95.712891
912 Pastor_Antï¿½ï¿½ï¿½ï¿½ï 12900000 2112274210 People_&_Blogs Pastor_Antï¿½ï¿½ï¿½ï¿½ï 4712 Brazil BR People 4602 52 58 31796000 7900 127200 95400 1500000 100000 2013 Jan 19 51.3 212559417 12.08 183241641 -14.235004 -51.92528
913 Matheus_Yurley 12900000 140022442 Entertainment Matheus_Yurley 69 Brazil BR Entertainment 93531 52 167 147626 37 591 443 7100 nan 2015 Jan 27 51.3 212559417 12.08 183241641 -14.235004 -51.92528
914 gymvirtual 12900000 2509752944 Sports gymvirtual 1572 Spain ES Sports 3645 17 12 11993000 3000 48000 36000 575700 100000 2010 Nov 1 88.9 47076781 13.96 37927409 40.463667 -3.74922
915 BIBOï¿½ï¿½ï¿½ï¿½ï 12900000 3178222797 Entertainment BIBOï¿½ï¿½ï¿½ï¿½ï 193 South_Korea KR Entertainment 2649 16 167 4001000 1000 16000 12000 192100 nan 2016 Aug 8 94.3 51709098 4.15 42106719 35.907757 127.766922
916 Top_Viral_Talent 12900000 3643698504 Entertainment Top_Viral_Talent 1598 United_States US Entertainment 2177 171 167 29379000 7300 117500 88100 1400000 100000 2014 Jan 2 88.2 328239523 14.7 270663028 37.09024 -95.712891
917 Akon 12900000 6300933122 Music Akon 39 United_States US Music 976 171 145 91240000 22800 365000 273700 4400000 100000 2005 Nov 5 88.2 328239523 14.7 270663028 37.09024 -95.712891
918 AlArabiya_ï¿½ï¿½ï¿½ï¿½ï¿ 12900000 7520379951 People_&_Blogs AlArabiya_ï¿½ï¿½ï¿½ï¿½ï¿ 169304 United_Arab_Emirates AE News 737 8 23 80219000 20100 320900 240700 3900000 100000 2006 Sep 19 36.8 9770529 2.35 8479744 23.424076 53.847818
919 Rauw_Alejandro 12900000 11504090820 Music Rauw_Alejandro 168 nan nan Music 348 5 145 205548000 51400 822200 616600 9900000 100000 2014 Dec 11 nan nan nan nan nan nan
920 EnriqueIglesiasVEVO 12900000 15446707595 Music EnriqueIglesiasVEVO 137 United_States US Music 210 171 145 75773000 18900 303100 227300 3600000 100000 2009 May 12 88.2 328239523 14.7 270663028 37.09024 -95.712891
921 ýýýýýýýý_ýýýý_ýýýýýýýýýýýýýý 12900000 5585085130 Shows ýýýýýýýý_ýýýý_ýýýýýýýýýýýýýý 1255 Ukraine UA Entertainment 1164 6 166 71118000 17800 284500 213400 3400000 200000 2014 Jul 17 82.7 44385155 8.88 30835699 48.379433 31.16558
922 The_Shiny_Peanut 12900000 2848466522 Education The_Shiny_Peanut 2337 Indonesia ID Entertainment 3109 32 167 837700 209 3400 2500 40200 nan 2016 Oct 26 36.3 270203917 4.69 151509724 -0.789275 113.921327
923 Talking_Angela 12800000 3632438963 Entertainment Talking_Angela 233 United_Kingdom GB Film 2184 31 45 27957000 7000 111800 83900 1300000 nan 2014 Sep 2 60 66834405 3.85 55908316 55.378051 -3.435973
924 Melon_City_Show_-_ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿ 12800000 5863456698 Comedy Melon_City_Show_-_ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿ 1727 Iraq IQ Comedy 1087 2 40 35336000 8800 141300 106000 1700000 nan 2016 Jan 30 16.2 39309783 12.82 27783368 33.223191 43.679291
925 Duo_Tiempo_De_Sol 12800000 6662288136 Music Duo_Tiempo_De_Sol 323 Spain ES Education 896 17 44 53988000 13500 216000 162000 2600000 100000 2013 Mar 26 88.9 47076781 13.96 37927409 40.463667 -3.74922
926 Troom_Troom_India 12800000 6804072897 Howto_&_Style Troom_Troom_India 2385 nan nan Howto 873 nan 35 17270000 4300 69100 51800 829000 nan 2015 Apr 19 nan nan nan nan nan nan
927 MrSuicideSheep 12800000 6970899521 Entertainment MrSuicideSheep 3483 Canada CA Entertainment 842 13 168 18118000 4500 72500 54400 869600 nan 2010 Apr 9 68.9 36991981 5.56 30628482 56.130366 -106.346771
928 Adam_W 12800000 9502983550 Comedy Adam_W 681 United_States US Comedy 492 171 39 228951000 57200 915800 686900 11000000 200000 2015 Oct 4 88.2 328239523 14.7 270663028 37.09024 -95.712891
929 Right_to_Shiksha 12800000 7876740921 Education Right_to_Shiksha 2044 India IN Education 670 120 45 213738000 53400 855000 641200 10300000 300000 2020 Apr 23 28.1 1366417754 5.36 471031528 20.593684 78.96288
930 Beyoncï¿½ï¿½ 12800000 14185611472 Music Beyoncï¿½ï¿½ 168 United_States US Music 250 172 146 89566000 22400 358300 268700 4300000 nan 2009 Sep 2 88.2 328239523 14.7 270663028 37.09024 -95.712891
931 FACT_FIRE_KING 12700000 1159290255 nan FACT_FIRE_KING 782 India IN Games 9683 120 66 51291000 12800 205200 153900 2500000 500000 2020 Jul 29 28.1 1366417754 5.36 471031528 20.593684 78.96288
932 Ian_Lucas 12700000 1450874545 Entertainment Ian_Lucas 50 nan nan Entertainment 4052208 nan 6682 48 0 0 0 0 8 2016 Apr 16 nan nan nan nan nan nan
933 Franco_Escamilla 12700000 4266957149 Comedy Franco_Escamilla 2483 Mexico MX Comedy 1740 32 41 77482000 19400 309900 232400 3700000 100000 2007 Oct 19 40.2 126014024 3.42 102626859 23.634501 -102.552784
934 Adexe_&_Nau 12700000 4579773883 Music Adexe_&_Nau 594 Spain ES Music 1563 18 147 10083000 2500 40300 30200 484000 nan 2013 Dec 22 88.9 47076781 13.96 37927409 40.463667 -3.74922
935 Diana_and_Roma_IND 12700000 5567832210 nan Diana_and_Roma_IND 534 United_States US Entertainment 1173 173 169 46602000 11700 186400 139800 2200000 100000 2019 Nov 7 88.2 328239523 14.7 270663028 37.09024 -95.712891
936 Jass_Records 12700000 5958994201 Music JassRecords 1 nan nan Music 4056853 nan 5789 1 0 0 0 0.05 nan 2012 Feb 10 nan nan nan nan nan nan
937 Future 12700000 9927699419 Music Future_AMV's 119 United_States US Film 270216 1944 1473 472367 118 1900 1400 22700 1000 2020 Nov 7 88.2 328239523 14.7 270663028 37.09024 -95.712891
938 YoungBoy_Never_Broke_Again 12700000 13174393401 Entertainment YoungBoy_Never_Broke_Again 142 United_States US Music 279 173 147 169968000 42500 679900 509900 8200000 100000 2015 Jan 4 88.2 328239523 14.7 270663028 37.09024 -95.712891
939 Blossom 12700000 4733873025 Howto_&_Style Blossom 812 United_States US Howto 1472 173 36 43868000 11000 175500 131600 2100000 100000 2017 Jun 1 88.2 328239523 14.7 270663028 37.09024 -95.712891
940 #Refï¿½ï¿½ï¿½ï¿½ 12700000 2709954270 Entertainment #Refugio_Mental 846 nan nan Entertainment 2218 nan 155 6942000 1700 27800 20800 333200 nan 2013 Aug 10 nan nan nan nan nan nan
941 Piuzinho 12700000 1081285962 Gaming Piuzinho 504 Brazil BR Games 10642 53 67 3619000 905 14500 10900 173700 nan 2015 May 13 51.3 212559417 12.08 183241641 -14.235004 -51.92528
942 Heidi_y_Zidane 12700000 6001189018 nan Heidi_y_Zidane 600 United_States US People 1052 173 60 16117000 4000 64500 48400 773600 nan 2019 Dec 2 88.2 328239523 14.7 270663028 37.09024 -95.712891
943 Go_Ami_Go! 12700000 1714955279 People_&_Blogs Go_Ami_Go! 252 Colombia CO People 5821 11 57 327600000 81900 1300000 982800 15700000 1500000 2015 Dec 3 55.3 50339443 9.71 40827302 4.570868 -74.297333
944 Morgz 12600000 3303595310 Gaming Morgz 825 United_Kingdom GB Entertainment 2491 32 170 58838000 14700 235400 176500 2800000 100000 2014 Jun 10 60 66834405 3.85 55908316 55.378051 -3.435973
945 CaseyNeistat 12600000 3152402405 People_&_Blogs CaseyNeistat 1101 United_States US People 2681 174 61 5952000 1500 23800 17900 285700 100000 2010 Feb 15 88.2 328239523 14.7 270663028 37.09024 -95.712891
946 ýýýýýýýýýSULGI 12600000 3485373675 People_&_Blogs ýýýýýýýýýSULGI 683 South_Korea KR People 2313 17 61 113132000 28300 452500 339400 5400000 300000 2012 Nov 5 94.3 51709098 4.15 42106719 35.907757 127.766922
947 NickiMinajAtVEVO 12600000 8831179714 Music NickiMinajAtVEVO 99 United_States US Music 557 174 148 35027000 8800 140100 105100 1700000 nan 2010 Apr 1 88.2 328239523 14.7 270663028 37.09024 -95.712891
948 Ellie_Goulding 12600000 6969178081 Music Ellie_Goulding 218 United_Kingdom GB Music 841 32 148 36681000 9200 146700 110000 1800000 nan 2007 Jan 29 60 66834405 3.85 55908316 55.378051 -3.435973
949 colinfurze 12500000 1612094871 Entertainment colinfurze 385 United_Kingdom GB Entertainment 6487 33 171 8482000 2100 33900 25400 407200 nan 2006 Nov 15 60 66834405 3.85 55908316 55.378051 -3.435973
950 People_Vs_Food 12500000 1136534702 Entertainment People_Vs_Food 601 United_States US Entertainment 9980 175 171 15340000 3800 61400 46000 736300 nan 2013 Jul 30 88.2 328239523 14.7 270663028 37.09024 -95.712891
951 Wolfoo_Family 12500000 161254021 nan Wolfoo_Family 61 United_States US Film 81750 175 46 757789000 0 0 0 0 nan 2019 Oct 21 88.2 328239523 14.7 270663028 37.09024 -95.712891
952 Ja_Mill 12500000 1302818088 People_&_Blogs jamill 0 nan nan nan 4048879 nan nan nan 0 0 0 0 nan 2006 Feb 22 nan nan nan nan nan nan
953 Health_Time 12500000 1002219689 Howto_&_Style Health_Time 1810 India IN People 11667 123 62 1395000 349 5600 4200 66900 nan 2016 Sep 25 28.1 1366417754 5.36 471031528 20.593684 78.96288
954 Yair17 12500000 1402042328 Gaming Yair17 1109 Mexico MX Games 7741 33 68 8869000 2200 35500 26600 425700 nan 2014 Jan 22 40.2 126014024 3.42 102626859 23.634501 -102.552784
955 Little_Baby_Bum_en_Espaï¿½ï 12500000 6956320454 Education Little_Baby_Bum_en_Espaï¿½ï 1459 Spain ES Education 843 19 46 16319000 4100 65300 49000 783300 nan 2014 Jun 6 88.9 47076781 13.96 37927409 40.463667 -3.74922
956 First_We_Feast 12500000 2983799729 Howto_&_Style First_We_Feast 1076 United_States US Entertainment 2892 175 171 111252000 27800 445000 333800 5300000 200000 2014 Feb 28 88.2 328239523 14.7 270663028 37.09024 -95.712891
957 Mï¿½ï¿½ï¿½ï¿½ 12500000 3140883140 Travel_&_Events Mï¿½ï¿½ï¿½ï¿½ 766 Mexico MX Entertainment 2691 33 171 31007000 7800 124000 93000 1500000 nan 2015 Jul 6 40.2 126014024 3.42 102626859 23.634501 -102.552784
958 Bebefinn_-_Nursery_Rhymes_&_Kids_Songs 12500000 4163639093 nan Bebefinn_-_Nursery_Rhymes_&_Kids_Songs 322 United_States US Entertainment 1794 175 171 565459000 0 0 0 0 500000 2022 Mar 30 88.2 328239523 14.7 270663028 37.09024 -95.712891
959 Troom_Troom_PT 12500000 4384177908 Howto_&_Style Troom_Troom_PT 2738 nan nan Howto 1667 nan 37 13501000 3400 54000 40500 648100 nan 2015 Apr 19 nan nan nan nan nan nan
960 Parafernalha 12500000 4625777945 Entertainment Parafernalha 1888 Brazil BR Entertainment 1532 54 171 7158000 1800 28600 21500 343600 nan 2011 May 13 51.3 212559417 12.08 183241641 -14.235004 -51.92528
961 NDTV 12500000 4935793409 Entertainment NDTV 151136 India IN News 1395 123 24 58527000 14600 234100 175600 2800000 100000 2006 May 8 28.1 1366417754 5.36 471031528 20.593684 78.96288
962 elcarteldesantatv 12500000 7489455451 Music elcarteldesantatv 377 Mexico MX Entertainment 743 33 171 115881000 29000 463500 347600 5600000 100000 2008 Nov 27 40.2 126014024 3.42 102626859 23.634501 -102.552784
963 Family_Fitness 12500000 10384848759 Entertainment Family_Fitness 1699 India IN Entertainment 413 123 171 235715000 58900 942900 707100 11300000 400000 2017 Jan 18 28.1 1366417754 5.36 471031528 20.593684 78.96288
964 Zee_Tamil 12500000 11552190002 Entertainment Zee_Tamil 102699 India IN Entertainment 342 123 171 349940000 87500 1400000 1000000 16800000 200000 2008 Aug 26 28.1 1366417754 5.36 471031528 20.593684 78.96288
965 Flowers_Comedy 12500000 11691081301 Entertainment Flowers_Comedy 11907 India IN Entertainment 337 122 170 180021000 45000 720100 540100 8600000 100000 2015 Aug 19 28.1 1366417754 5.36 471031528 20.593684 78.96288
966 Mundo_Bita 12500000 16690788752 Music Mundo_Bita 253 Brazil BR Music 171 54 149 213700000 53400 854800 641100 10300000 100000 2011 Sep 29 51.3 212559417 12.08 183241641 -14.235004 -51.92528
967 Wave_Music_Bhakti 12500000 5146004207 Music Wave_Music_Bhakti 19899 India IN Music 1299 123 149 11079000 2800 44300 33200 531800 nan 2011 Apr 19 28.1 1366417754 5.36 471031528 20.593684 78.96288
968 Troom_Troom_Indonesia 12500000 5379684248 People_&_Blogs TROOM_TROOM_INDONESIA 8 nan nan People 4057418 nan 7712 1 0 0 0 0.05 nan 2020 Jul 29 nan nan nan nan nan nan
969 CKM 12500000 4465772496 Comedy CKM 117 India IN Comedy 1621 123 42 13142000 3300 52600 39400 630800 nan 2018 Feb 20 28.1 1366417754 5.36 471031528 20.593684 78.96288
970 Quantum_Tech_HD 12500000 4340213066 Science_&_Technology Mr_Mughall_Gaming 223 Pakistan PK nan 3956586 3554 nan 8721 2 35 26 419 32 2022 Apr 23 9 216565318 4.45 79927762 30.375321 69.345116
971 _vector_ 12400000 7597013023 Comedy _vector_ 398 United_States US Comedy 720 176 43 903672000 225900 3600000 2700000 43400000 1200000 2019 Mar 24 88.2 328239523 14.7 270663028 37.09024 -95.712891
972 DEV_Ke_Facts 12400000 1971226335 nan DEV_Ke_Facts 218 India IN Education 5034 124 47 273670000 68400 1100000 821000 13100000 600000 2012 Sep 29 28.1 1366417754 5.36 471031528 20.593684 78.96288
